trade_id,ticker,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl,strategy
RELIANCE_0001,RELIANCE,2025-04-02T13:45:00+05:30,2025-04-03T10:15:00+05:30,LONG,1251.25,1246.0,100,-525.0,phase4_realistic_test
RELIANCE_0002,RELIANCE,2025-04-02T14:00:00+05:30,2025-04-03T12:00:00+05:30,SHORT,1248.5,1249.3,100,80.0,phase4_realistic_test
RELIANCE_0003,RELIANCE,2025-04-03T10:45:00+05:30,2025-04-04T12:30:00+05:30,LONG,1248.05,1197.15,100,-5090.0,phase4_realistic_test
RELIANCE_0004,RELIANCE,2025-04-08T11:30:00+05:30,2025-04-09T10:30:00+05:30,SHORT,1185.34,1170.09,100,-1525.0,phase4_realistic_test
RELIANCE_0005,RELIANCE,2025-04-09T14:15:00+05:30,2025-04-11T10:15:00+05:30,LONG,1184.15,1210.45,100,2630.0,phase4_realistic_test
RELIANCE_0006,RELIANCE,2025-04-11T14:00:00+05:30,2025-04-15T12:45:00+05:30,LONG,1213.75,1242.0,100,2825.0,phase4_realistic_test
RELIANCE_0007,RELIANCE,2025-04-15T12:15:00+05:30,2025-04-15T15:00:00+05:30,LONG,1243.09,1239.5,100,-359.0,phase4_realistic_test
RELIANCE_0008,RELIANCE,2025-04-15T13:45:00+05:30,2025-04-16T14:45:00+05:30,SHORT,1240.3,1241.7,100,140.0,phase4_realistic_test
RELIANCE_0009,RELIANCE,2025-04-16T12:45:00+05:30,2025-04-17T11:45:00+05:30,LONG,1235.59,1256.5,100,2091.0,phase4_realistic_test
RELIANCE_0010,RELIANCE,2025-04-17T09:30:00+05:30,2025-04-17T11:45:00+05:30,SHORT,1256.5,1232.0,100,-2450.0,phase4_realistic_test
RELIANCE_0011,RELIANCE,2025-04-21T12:45:00+05:30,2025-04-22T13:15:00+05:30,LONG,1296.5,1293.5,100,-300.0,phase4_realistic_test
RELIANCE_0012,RELIANCE,2025-04-21T14:30:00+05:30,2025-04-22T14:45:00+05:30,SHORT,1291.09,1298.4,100,731.0,phase4_realistic_test
RELIANCE_0013,RELIANCE,2025-04-22T14:30:00+05:30,2025-04-23T11:30:00+05:30,SHORT,1295.09,1292.0,100,-309.0,phase4_realistic_test
RELIANCE_0014,RELIANCE,2025-04-22T15:15:00+05:30,2025-04-23T12:00:00+05:30,LONG,1289.0,1295.4,100,640.0,phase4_realistic_test
RELIANCE_0015,RELIANCE,2025-04-24T13:45:00+05:30,2025-04-25T13:00:00+05:30,LONG,1299.3,1299.9,100,60.0,phase4_realistic_test
RELIANCE_0016,RELIANCE,2025-04-28T11:45:00+05:30,2025-04-29T12:15:00+05:30,SHORT,1404.0,1357.9,100,-4610.0,phase4_realistic_test
RELIANCE_0017,RELIANCE,2025-04-29T12:30:00+05:30,2025-04-30T13:30:00+05:30,LONG,1405.5,1408.6,100,310.0,phase4_realistic_test
RELIANCE_0018,RELIANCE,2025-04-29T13:45:00+05:30,2025-04-30T10:30:00+05:30,SHORT,1400.3,1407.9,100,760.0,phase4_realistic_test
RELIANCE_0019,RELIANCE,2025-05-02T15:00:00+05:30,2025-05-06T09:45:00+05:30,SHORT,1418.7,1422.3,100,360.0,phase4_realistic_test
RELIANCE_0020,RELIANCE,2025-05-06T10:00:00+05:30,2025-05-07T10:45:00+05:30,LONG,1417.8,1414.1,100,-370.0,phase4_realistic_test
RELIANCE_0021,RELIANCE,2025-05-06T10:30:00+05:30,2025-05-07T09:30:00+05:30,LONG,1417.2,1417.0,100,-20.0,phase4_realistic_test
RELIANCE_0022,RELIANCE,2025-05-09T14:15:00+05:30,2025-05-13T09:45:00+05:30,LONG,1376.8,1426.3,100,4950.0,phase4_realistic_test
RELIANCE_0023,RELIANCE,2025-05-12T14:45:00+05:30,2025-05-13T14:30:00+05:30,LONG,1434.9,1421.2,100,-1370.0,phase4_realistic_test
RELIANCE_0024,RELIANCE,2025-05-14T10:30:00+05:30,2025-05-14T13:15:00+05:30,LONG,1426.5,1423.9,100,-260.0,phase4_realistic_test
RELIANCE_0025,RELIANCE,2025-05-15T09:15:00+05:30,2025-05-15T11:45:00+05:30,LONG,1417.9,1421.4,100,350.0,phase4_realistic_test
RELIANCE_0026,RELIANCE,2025-05-15T14:00:00+05:30,2025-05-16T13:30:00+05:30,LONG,1453.8,1456.5,100,270.0,phase4_realistic_test
RELIANCE_0027,RELIANCE,2025-05-16T15:00:00+05:30,2025-05-20T09:15:00+05:30,LONG,1455.8,1435.6,100,-2020.0,phase4_realistic_test
RELIANCE_0028,RELIANCE,2025-05-19T11:30:00+05:30,2025-05-20T13:00:00+05:30,SHORT,1432.4,1449.0,100,1660.0,phase4_realistic_test
RELIANCE_0029,RELIANCE,2025-05-21T12:15:00+05:30,2025-05-22T12:15:00+05:30,SHORT,1405.8,1423.4,100,1760.0,phase4_realistic_test
RELIANCE_0030,RELIANCE,2025-05-22T14:15:00+05:30,2025-05-23T14:30:00+05:30,LONG,1400.3,1425.0,100,2470.0,phase4_realistic_test
RELIANCE_0031,RELIANCE,2025-05-23T11:00:00+05:30,2025-05-26T10:00:00+05:30,LONG,1430.5,1438.5,100,800.0,phase4_realistic_test
RELIANCE_0032,RELIANCE,2025-05-29T12:15:00+05:30,2025-05-30T13:45:00+05:30,LONG,1412.4,1416.5,100,410.0,phase4_realistic_test
RELIANCE_0033,RELIANCE,2025-06-02T10:15:00+05:30,2025-06-02T13:30:00+05:30,LONG,1402.0,1415.6,100,1360.0,phase4_realistic_test
RELIANCE_0034,RELIANCE,2025-06-05T11:15:00+05:30,2025-06-05T14:00:00+05:30,LONG,1444.8,1442.5,100,-230.0,phase4_realistic_test
RELIANCE_0035,RELIANCE,2025-06-05T14:00:00+05:30,2025-06-06T13:30:00+05:30,LONG,1442.5,1443.7,100,120.0,phase4_realistic_test
RELIANCE_0036,RELIANCE,2025-06-09T11:30:00+05:30,2025-06-10T12:45:00+05:30,SHORT,1442.5,1450.9,100,840.0,phase4_realistic_test
RELIANCE_0037,RELIANCE,2025-06-09T11:45:00+05:30,2025-06-09T13:45:00+05:30,LONG,1451.1,1447.1,100,-400.0,phase4_realistic_test
RELIANCE_0038,RELIANCE,2025-06-09T12:15:00+05:30,2025-06-10T12:45:00+05:30,LONG,1452.9,1442.5,100,-1040.0,phase4_realistic_test
RELIANCE_0039,RELIANCE,2025-06-11T09:45:00+05:30,2025-06-11T15:15:00+05:30,SHORT,1448.0,1459.2,100,1120.0,phase4_realistic_test
RELIANCE_0040,RELIANCE,2025-06-12T14:30:00+05:30,2025-06-16T09:15:00+05:30,SHORT,1428.0,1441.0,100,1300.0,phase4_realistic_test
RELIANCE_0041,RELIANCE,2025-06-13T09:15:00+05:30,2025-06-13T15:15:00+05:30,SHORT,1427.5,1420.9,100,-660.0,phase4_realistic_test
RELIANCE_0042,RELIANCE,2025-06-13T14:00:00+05:30,2025-06-16T14:30:00+05:30,SHORT,1437.9,1429.0,100,-890.0,phase4_realistic_test
RELIANCE_0043,RELIANCE,2025-06-16T10:30:00+05:30,2025-06-17T09:45:00+05:30,LONG,1435.7,1434.4,100,-130.0,phase4_realistic_test
RELIANCE_0044,RELIANCE,2025-06-18T09:45:00+05:30,2025-06-18T15:00:00+05:30,SHORT,1429.9,1437.0,100,710.0,phase4_realistic_test
RELIANCE_0045,RELIANCE,2025-06-18T13:30:00+05:30,2025-06-19T10:45:00+05:30,LONG,1428.3,1435.5,100,720.0,phase4_realistic_test
RELIANCE_0046,RELIANCE,2025-06-19T09:15:00+05:30,2025-06-19T15:00:00+05:30,LONG,1429.8,1433.5,100,370.0,phase4_realistic_test
RELIANCE_0047,RELIANCE,2025-06-19T10:30:00+05:30,2025-06-20T11:00:00+05:30,LONG,1434.2,1454.7,100,2050.0,phase4_realistic_test
RELIANCE_0048,RELIANCE,2025-06-20T12:15:00+05:30,2025-06-23T12:15:00+05:30,LONG,1447.7,1454.3,100,660.0,phase4_realistic_test
RELIANCE_0049,RELIANCE,2025-06-20T14:15:00+05:30,2025-06-23T12:30:00+05:30,LONG,1454.1,1457.0,100,290.0,phase4_realistic_test
RELIANCE_0050,RELIANCE,2025-06-23T12:45:00+05:30,2025-06-24T13:45:00+05:30,LONG,1455.2,1451.9,100,-330.0,phase4_realistic_test
RELIANCE_0051,RELIANCE,2025-06-24T10:30:00+05:30,2025-06-25T10:15:00+05:30,SHORT,1469.5,1466.2,100,-330.0,phase4_realistic_test
RELIANCE_0052,RELIANCE,2025-06-24T12:15:00+05:30,2025-06-25T12:30:00+05:30,SHORT,1467.0,1468.9,100,190.0,phase4_realistic_test
RELIANCE_0053,RELIANCE,2025-06-26T10:30:00+05:30,2025-06-26T14:45:00+05:30,SHORT,1490.9,1480.6,100,-1030.0,phase4_realistic_test
RELIANCE_0054,RELIANCE,2025-06-26T13:45:00+05:30,2025-06-27T14:00:00+05:30,LONG,1496.8,1519.9,100,2310.0,phase4_realistic_test
RELIANCE_0055,RELIANCE,2025-06-27T15:00:00+05:30,2025-06-30T11:45:00+05:30,LONG,1515.0,1514.8,100,-20.0,phase4_realistic_test
RELIANCE_0056,RELIANCE,2025-07-03T13:45:00+05:30,2025-07-04T14:30:00+05:30,LONG,1525.9,1525.0,100,-90.0,phase4_realistic_test
RELIANCE_0057,RELIANCE,2025-07-04T09:30:00+05:30,2025-07-04T12:30:00+05:30,SHORT,1522.0,1522.6,100,60.0,phase4_realistic_test
RELIANCE_0058,RELIANCE,2025-07-04T13:45:00+05:30,2025-07-07T10:15:00+05:30,LONG,1523.4,1537.5,100,1410.0,phase4_realistic_test
RELIANCE_0059,RELIANCE,2025-07-04T15:00:00+05:30,2025-07-07T12:15:00+05:30,LONG,1527.5,1538.0,100,1050.0,phase4_realistic_test
RELIANCE_0060,RELIANCE,2025-07-07T12:15:00+05:30,2025-07-07T14:15:00+05:30,SHORT,1542.0,1538.0,100,-400.0,phase4_realistic_test
RELIANCE_0061,RELIANCE,2025-07-08T09:45:00+05:30,2025-07-08T12:30:00+05:30,SHORT,1534.1,1535.4,100,130.0,phase4_realistic_test
RELIANCE_0062,RELIANCE,2025-07-08T10:00:00+05:30,2025-07-09T11:00:00+05:30,LONG,1536.5,1546.5,100,1000.0,phase4_realistic_test
RELIANCE_0063,RELIANCE,2025-07-10T15:15:00+05:30,2025-07-11T13:45:00+05:30,LONG,1515.2,1494.4,100,-2080.0,phase4_realistic_test
RELIANCE_0064,RELIANCE,2025-07-11T10:15:00+05:30,2025-07-14T10:45:00+05:30,SHORT,1493.3,1497.8,100,450.0,phase4_realistic_test
RELIANCE_0065,RELIANCE,2025-07-11T11:45:00+05:30,2025-07-11T14:30:00+05:30,LONG,1494.1,1493.2,100,-90.0,phase4_realistic_test
RELIANCE_0066,RELIANCE,2025-07-11T13:30:00+05:30,2025-07-14T15:00:00+05:30,LONG,1492.5,1483.3,100,-920.0,phase4_realistic_test
RELIANCE_0067,RELIANCE,2025-07-11T15:15:00+05:30,2025-07-15T10:00:00+05:30,LONG,1495.0,1489.0,100,-600.0,phase4_realistic_test
RELIANCE_0068,RELIANCE,2025-07-14T14:45:00+05:30,2025-07-15T11:00:00+05:30,LONG,1486.6,1493.4,100,680.0,phase4_realistic_test
RELIANCE_0069,RELIANCE,2025-07-15T09:45:00+05:30,2025-07-15T15:00:00+05:30,LONG,1489.0,1487.1,100,-190.0,phase4_realistic_test
RELIANCE_0070,RELIANCE,2025-07-15T11:30:00+05:30,2025-07-16T11:00:00+05:30,LONG,1492.3,1479.9,100,-1240.0,phase4_realistic_test
RELIANCE_0071,RELIANCE,2025-07-15T13:45:00+05:30,2025-07-16T11:45:00+05:30,SHORT,1480.0,1489.0,100,900.0,phase4_realistic_test
RELIANCE_0072,RELIANCE,2025-07-16T12:30:00+05:30,2025-07-17T09:30:00+05:30,LONG,1481.0,1483.5,100,250.0,phase4_realistic_test
RELIANCE_0073,RELIANCE,2025-07-18T12:45:00+05:30,2025-07-21T11:30:00+05:30,SHORT,1441.6,1474.5,100,3290.0,phase4_realistic_test
