ticker,rank,composite_score,profit_factor,sharpe_like_ratio
BHARTIHEXA,1,97.47469706052367,1.2529767984085385,0.06602704921474933
COROMANDEL,2,84.50051754465898,1.138369044845552,0.0406641527748213
MAXHEALTH,3,82.2632788339713,1.1376494700124282,0.040646200540256514
KOTAKBANK,4,80.26531957410477,1.13034323307112,0.039041687876143996
SUNDARMFIN,5,78.5541080695818,1.1199530404733018,0.03434659519963728
M&M,6,78.53507703659257,1.104414606796214,0.03177355640371871
BALKRISIND,7,78.51348620901273,1.0963177599858702,0.029234446918095756
PTCIL,8,78.12242466194432,1.1377199231529462,0.035786562018280135
KAJARIACER,9,76.94111340537974,1.1087831144308813,0.03226716432107073
MARUTI,10,76.74205774465392,1.1063996235137543,0.030774069201439054
BRITANNIA,11,76.04498095845712,1.077154523748567,0.022995904311340475
AXISBANK,12,75.80093920423164,1.09227187114135,0.02831459485934122
NUVAMA,13,75.69135203858708,1.0757760514264807,0.022094348601648425
TITAN,14,75.54684943699473,1.0944512642101876,0.02735967956988378
HCG,15,75.47068676423062,1.1283167074482485,0.036070044325032476
HINDUNILVR,16,75.40911127411765,1.0887832447336698,0.026235116649649923
VBL,17,75.20893362481054,1.1022450980973284,0.030007863166700618
INFY,18,75.15939897299177,1.0816172493771385,0.025123139900153316
HDFCAMC,19,75.09504175038802,1.0772292495003553,0.02309144624605396
CUMMINSIND,20,75.0282383819428,1.0765668822562398,0.02237517154636193
FORTIS,21,74.94921880074794,1.082494153390669,0.024284303484561145
KIRLOSBROS,22,74.54676317711231,1.0898899177424162,0.02465387277241823
UBL,23,74.45594513346549,1.0779565183807909,0.023312656958854913
INDIANB,24,74.0452596118011,1.0863141523832986,0.022966975948860067
OFSS,25,74.02544079305079,1.0676109987357811,0.020157448451221163
GODFRYPHLP,26,73.86035170537431,1.115516132362268,0.03036592228955414
ICICIGI,27,73.83872469192004,1.067291605200371,0.02116997564698831
OBEROIRLTY,28,73.64183128237407,1.0683590819199968,0.021358176954485233
POWERINDIA,29,73.44815687753027,1.0645666777712623,0.01800134729115401
RAINBOW,30,72.79893939498677,1.0649013125579245,0.018614936287918632
NEWGEN,31,72.76218928308398,1.0835902119593297,0.022828249494469488
TORNTPHARM,32,72.73108687593576,1.053027908641308,0.01646161633483754
EICHERMOT,33,72.72778675185097,1.0663929704923074,0.02003733970934078
POLICYBZR,34,72.56727910042851,1.0581097415536205,0.017132794442773533
TVSMOTOR,35,72.15073926633458,1.0557465046259955,0.017568369909785896
SUNPHARMA,36,71.72305638036778,1.0601076947854342,0.01864701728182046
SUPREMEIND,37,71.70944655943369,1.061678371424167,0.018376532442188353
ARTEMISMED,38,71.49011104786149,1.09077267535084,0.025402615195415614
AUBANK,39,71.41434992880613,1.0676637480173703,0.02115919057270414
ESCORTS,40,71.34222890519558,1.050147425023795,0.014737020537660272
HCLTECH,41,70.61965704824847,1.04531404558085,0.014421543667666554
BAJAJHLDNG,42,70.5521004328269,1.0501688016115753,0.013727869490906972
ASIANPAINT,43,70.54549936247695,1.017892269834641,0.00545500435006531
ZFCVINDIA,44,70.3975843535823,1.0642464654823052,0.016837382977216334
AJANTPHARM,45,70.19983664951091,1.054924758676028,0.015828342473133715
CCL,46,69.93678997421374,1.0516506943618218,0.01470400626686951
MEDANTA,47,69.87753742681204,1.0503114413754617,0.015217598946724462
AMBER,48,69.39368262214471,1.0574096300797886,0.015555050354087259
POLYCAB,49,69.35744374041913,1.0217189624598144,0.006217877399872429
VEDL,50,69.3108209108226,1.0494193004850227,0.014644306421416503
