ticker,rank,composite_score,profit_factor,sharpe_like_ratio
BHARTIHEXA,1,99.34824969299424,1.6858916653752072,0.1270615407298137
COROMANDEL,2,70.57291528480266,1.2731210616545288,0.07362218388032954
MAXHEALTH,3,70.12469300517199,1.2861244090257045,0.07064239053367914
PHOENIXLTD,4,68.70398034425905,1.2565089247576455,0.06374268975182473
INDIANB,5,67.4373011964907,1.2337869303435345,0.05229015443975037
CUMMINSIND,6,67.36601846824405,1.2335686162226915,0.06711938307729469
LUPIN,7,66.90636118930806,1.2437147090928793,0.06707960367580262
PERSISTENT,8,66.38783635809929,1.223728652250402,0.06083240287675656
POLICYBZR,9,66.2699643669028,1.2176098472162162,0.05636560106331543
PTCIL,10,65.49177332729244,1.2354329338439545,0.05991011474045514
ZFCVINDIA,11,65.35953381345726,1.2352378564133875,0.045298924144053766
BRIGADE,12,65.29569185220143,1.181518743955861,0.04758564259347077
DOMS,13,64.71336488294062,1.2117233750860925,0.05414315604576814
SUNDARMFIN,14,63.78534675555904,1.1979887742876576,0.04938825191698013
TECHM,15,63.66654664445012,1.1572097935616326,0.045660571465055
TORNTPHARM,16,63.64113014053287,1.1570204817461012,0.04501516613233512
NUVAMA,17,63.56152479484827,1.1438543940987265,0.03922755816836816
CIPLA,18,63.52822940639975,1.1531473691615337,0.04889919714061304
CRAFTSMAN,19,63.23459221675256,1.1699126952507835,0.04357666565984032
SIGNATURE,20,63.20939973111216,1.1936816113686048,0.05128479579915403
TITAN,21,63.12542773054999,1.1845548632148097,0.05007580541399942
BALKRISIND,22,62.98909911204085,1.1439317435954808,0.042785843885703154
MARUTI,23,62.86286924265279,1.1596290845259893,0.04102560308472839
OFSS,24,62.54910119095558,1.1353545515527002,0.03741318994131706
BAYERCROP,25,62.54483041799933,1.1768491571528352,0.04249236711289905
TRENT,26,62.53757599783228,1.1611906799681326,0.04391939433690218
MANAPPURAM,27,62.45946585700115,1.112485649312916,0.030143422729081142
ANANDRATHI,28,62.18895415215629,1.2339647739644846,0.05750595079159652
M&M,29,62.028933274685784,1.154465670416934,0.04320700422269302
INDIGO,30,62.004550582095106,1.1370539013158283,0.038537715423998725
INFY,31,61.92531773778332,1.1516671578823279,0.04320175870045708
OBEROIRLTY,32,61.859330689677535,1.1245786037646717,0.036566418607118754
HINDALCO,33,61.41139259030264,1.1362447907599702,0.03796077618683764
PRESTIGE,34,61.05563047290998,1.1588099040866418,0.044520973547812516
RAINBOW,35,61.05300988734071,1.1436325977577209,0.03916252731250653
GODREJIND,36,60.94686111918559,1.1965717977155035,0.04591449746439667
COLPAL,37,60.93025551433725,1.14488500087533,0.04352913343636553
DRREDDY,38,60.75724616477096,1.1640931585898604,0.04465359559950057
LICHSGFIN,39,60.625954935880756,1.1138113957367963,0.03281908859395686
TVSMOTOR,40,60.61570519802284,1.131412206256662,0.03764210551860386
ANGELONE,41,60.52276035981799,1.1528327418624669,0.0368321865477885
SUNPHARMA,42,60.51764334530305,1.143072095450751,0.04170887213275933
NAM-INDIA,43,60.11693649171022,1.136522330770959,0.035808842267936576
ATUL,44,60.04570803791533,1.1037970976261144,0.02660412518711093
VBL,45,59.54871236196327,1.1648643964747816,0.0437951551612909
FEDERALBNK,46,59.415253263257526,1.1421968338803297,0.03988909913068961
BRITANNIA,47,59.35646679378957,1.0863399740236332,0.02655738397327518
ZOMATO,48,59.01509410255517,1.1661355084390659,0.04411707674790352
DALBHARAT,49,58.9327970969385,1.091498505028078,0.026461173589617974
IPCALAB,50,58.56708457339804,1.1379549279711965,0.04033831808546082
